name
Poltekkes Kemenkes Jayapura
Poltekkes Kemenkes Sorong
Poltekkes Kemenkes Riau
Poltekkes Kemenkes Mamuju
Poltekkes Kemenkes Makassar
Poltekkes Kemenkes Palu 
Poltekkes Kemenkes Kendari
Poltekkes Kemenkes Manado
Poltekkes Kemenkes Padang
Poltekkes Kemenkes Palembang
Poltekkes Kemenkes Medan
Politeknik Keuangan Negara STAN
Politeknik Pariwisata Lombok
Politeknik Pariwisata Makassar
Politeknik Pariwisata Palembang
Politeknik Pariwisata Medan
Sekolah Tinggi Pariwisata Nusa Dua Bali 
Sekolah Tinggi Pariwisata Bandung
Akademi Pariwisata Makassar
Akademi Pariwisata Medan
Akademi Metrologi dan Instrumentasi
Akademi Perkeretaapian Indonesia Madiun
Akademi Teknik dan Keselamatan Penerbangan Surabaya
Akademi Teknik dan Keselamatan Penerbangan Makassar
Akademi Teknik dan Keselamatan Penerbangan Medan
Politeknik Keselamatan Transportasi Jalan
Politeknik Ilmu Pelayaran Semarang 
Politeknik Penerbangan Surabaya
Politeknik Pelayaran Surabaya
Politeknik Ilmu Pelayaran Makassar 
Politeknik Pelayaran Sumatera Barat
Sekolah Tinggi Penerbangan Indonesia Curug 
Sekolah Tinggi Ilmu Pelayaran Jakarta
Sekolah Tinggi Transportasi Darat Bekasi
Akademi teknologi Kulit Yogyakarta
Akademi Pimpinan Perusahaan
Akademi Kimia Analisis
Akademi Komunitas Industri Tekstil dan Produk Tekstil Surakarta
Akademi Teknik Industri Makassar
Akademi Teknologi Kimia Industri Medan
Akademi Komunitas Industri Manufaktur Bantaeng
Politeknik ATK Yogyakarta
Politeknik STMI Jakarta
Politeknik APP Jakarta
Politeknik STTT Bandung
Politeknik AKA Bogor
Politeknik Industri Furnitur dan Pengolahan Kayu
Politeknik ATI Makassar
Politeknik Industri Logam Morowali
Politeknik ATI Padang
Politeknik Teknologi Kimia Industri Medan
Sekolah Tinggi Manajemen Industri
Sekolah tinggi Teknologi Tekstil Bandung
Akademi Angkatan Udara (AAU)
Akademi Militer Magelang
Akademi Angkatan Laut Surabaya
Politeknik Angkatan Darat
Politeknik Angkatan Laut
Sekolah Tinggi Hukum Militer AHM - PTHM
Sekolah Tinggi Teknologi Angkatan Laut
Universitas Pertahanan
Politeknik Pembangunan Pertanian Bogor
Politeknik Pembangunan Pertanian Yogyakarta - Magelang
Politeknik Pembangunan Pertanian Malang
Politeknik Pembangunan Pertanian Manokwari
Politeknik Pembangunan Pertanian Gowa
Politeknik Pembangunan Pertanian Medan
Sekolah Tinggi Penyuluhan Pertanian Bogor
Sekolah Tinggi Penyuluhan Pertanian (STPP) Magelang
Sekolah Tinggi Penyuluhan Pertanian Malang 
Sekolah Tinggi Penyuluhan Pertanian Manokwari
Sekolah Tinggi Penyuluhan Pertanian Gowa 
sekolah Tinggi Penyuluhan Pertanian Medan
Sekolah Tinggi Kesejahteraan Sosial (STKS) 
Akademi Kepolisian (AKPOL)
Sekolah Tinggi Ilmu Kepolisian
Akademi Kebidanan Sari Husada
Akademi Kebidanan Sifra Husada
Akademi Kebidanan Ibtisam Aulia
Akademi Keperawatan Arta Kaban Jahe
Akademi Kebidanan Takasima Kabanjahe
Akademi Kebidanan Arta Kabanjahe
Akademi Keperawatan Takasima Kabanjahe
Akademi Kebidanan Harapan Mama Deli Serdang
Akademi Keperawatan Harapan Mama Deli Serdang
Akademi Keperawatan Deli Husada Delitua Medan
Akademi Keperawatan Medistra Lubuk Pakam 
Akademi Manajemen Informatika dan Komputer Royal
Akademi Kebidanan Langkat
Akademi Kebidanan Medistra Lubuk Pakam
Akademi Kebidanan Deli Husada Delitua Medan
Akademi Teknik Indonesia Cut Meutia
Akademi Keperawatan Pemkab Tapanuli Utara
Akademi Kebidanan Paluta Husada
Akademi Informatika Dan Komputer Medicom
AMIK Tunas Bangsa
Akademi Kebidanan Agatha
Akademi Manajemen Informatika dan Komputer Imelda
Akademi Kebidanan Hisarma Medan
Akademi Keperawatan RSU Herna
Akademi Maritim Indonesia Medan
Akademi Perekam Medik Dan Infokes Imelda
Akademi Teknologi Industri Immanuel
Akademi Pariwisata Dan Perhotelan Darma Agung
Akademi Kebidanan Sari Mutiara
Akademi Teknik Elektro Medik Binalita Sudama
Akademi Refraksi Optisi Binalita Sudama
Akademi Kebidanan Budi Mulia 
Akademi Keperawatan Helvetia Medan
Akademi Pendidikan Kesehatan Talitakum
Akademi Kebidanan Dewi Maya
Akademi Keperawatan Malahayati Medan
Akademi Kebidanan YYS Pendidikan Dr Rusdi Medan
Akademi Manajemen Informatika Dan Komputer Logika
Akademi Keuangan Dan Perbankan ICM Cantrika Mitra
Akademi Farmasi Indah Deli Serdang
Akademi Akuntansi YPK Medan
Akademi Pariwisata Medan Hotel School
Akademi Keperawatan Indah
ATRO Yayasan Amal Bhakti Medan
Akademi Sekretari Manajemen Cendana
Akademi Kebidanan Palapa Husada
Akademi Kebidanan Audi Husada Medan
Akademi Keperawatan Columbia Asia
Akademi Kebidanan Mitra Husada Medan
Akademi Kebidanan Indah
Akademi Keperawatan Darmo Medan
Akademi Keperawatan Wirahusada Medan 
Akademi Kebidanan Hafsyah Medan
Akademi Keperawatan Abdi Florensia
Akademi Bank dan Keuangan Swadaya
Akademi Kebidanan Cipto Medan
Akademi Kebidanan Sentral
Akademi Kebidanan Darmais Padangsidimpuan
Akademi Kebidanan Matorkis
Akademi Keperawatan Kesdam I/Bukit Barisan Binjai
Akademi kebidanan Kholisatur Rahmi Binjai
Akademi Keperawatan Sehat Binjai
Akademi Keperawatan Teladan Bahagia
Akademi Kebidanan Kesehatan Baru
AKPER Tenaga Pembangunan Arjuna Laguboti
Akademi Farmasi Yayasan Tenaga Pembangunan Arjuna Laguboti
Akademi Kebidanan Kharisma Husada Binjai
Akademi Kebidanan Eunice Rajawali Binjai
Akademik Kebidanan Armina Centre Panyabungan
Akademi Kebidanan Namira Madina Panyabungan
Akademi Kebidanan Madina Husada
Akademi Keperawatan HKBP Balige
AKPER Gita Matura Abadi Kisaran
Akademi Kebidanan Ika Bina Labuhan Batu
AMIK Stiekom Sumatera Utara
Akademi Manajemen Informatika & Komputer Multicom
Akademi Kebidanan Bina Daya Husada
Akademi Manajemen Informatika Dan Komputer Itmi
Akademi Manajemen Informatika Dan Komputer Medan
Akademi Kebidanan Bakti Inang Persada
Akademi Manajemen Informatika & Komputer Universal
Akademi Kebidanan Helvetia Medan
Akademi Kebidanan Sehati
Akademi Kebidanan Darmo Medan
Akademi Kebidanan Sehat Medan
Akademi Keperawatan RSU Hisarma Medan
Akademi Maritim Belawan
Akademi Keperawatan Kesdam I/Bukit Barisan Medan
Akademi Kebidanan Nusantara 2000
Akademi Pariwisata Taman Harapan
Akademi Kebidanan Bina Husada Tebing Tinggi
Akademi Kebidanan As-Syifa Kisaran
AMIK Labuhan Batu
Akademi Kebidanan Delima 
Akademi Kebidanan Baruna Husada Sibuhuan
Akademi Perniagaan dan Perusahaan APIPSU Medan
AMIK Widya Loka Medan
Akademi Pariwisata Nusantara Medan
AMIK Medan Business Polytechnic
AMIK Polibisnis Medan
Akademi Keperawatan Binalita Sudama
Akademi Teknik Deli Serdang
Akademi Kebidanan Harapan Keluarga
Akademi Kebidanan Mitra Syuhada Padangsidimpuan
Akademi Sekretari Manajemen Maria Goreti
Akademi Keperawatan Bas Balimbingan Pematang Siantar
Akademi Keperawatan Kesdam I/Bukit Barisan Pematang Siantar
Akademi Keperawatan Bina Husada Tebing Tinggi
Akademi Kebidanan Henderson
Akademi Keperawatan Surya Nusantara
AMIK Parbina Nusantara
Institut Sains Dan Teknologi Td Pardede
Institut Teknologi Del 
Institut Pendidikan Tapanuli Selatan
Institut Bisnis Informasi Teknologi dan Bisnis
Institut Kesehatan Medistra Lubuk Pakam
Institut Kesehatan Deli Husada Deli Tua
Institut Kesehatan Helvetia
IKIP Gunung Sitoli
Institut Teknologi Medan
Politeknik Unggul LP3M
Politeknik Wilmar Bisnis Indonesia
Politeknik IT&B Medan
Politeknik Kesehatan YRSU Dr Rusdi
Politeknik Trijaya Krama
Politeknik Tanjungbalai
Politeknik Ganesha
Politeknik Mandiri Bina Prestasi
Politeknik Profesional Mandiri
Politeknik Santo Thomas
Politeknik Gihon
Politeknik Yanada
Politeknik LP3I Medan
Politeknik Poliprofesi Medan
Politeknik Bisnis Indonesia
Politeknik Tugu  45 Medan
Sekolah Tinggi Ilmu Ekonomi Mars
STIKES Darmais Padangsidimpuan
Sekolah Tinggi Ilmu Ekonomi Pembangunan Nasional
STKIP  Asy-Syafi iyah Internasional Medan
Sekolah Tinggi Ilmu Ekonomi Harapan
Sekolah Tinggi Bahasa Asing Harapan
Sekolah Tinggi Ilmu Ekonomi Al-Hikmah
Sekolah Tinggi Teknik Harapan
Sekolah Tinggi Ilmu Hukum Al-hikmah
Sekolah Tinggi Ilmu Hukum Asy-Syafi iyah Medan
Sekolah Tinggi Ilmu Manajemen Sukma
STIKES Siti Hajar
Sekolah Tinggi Ilmu Kesehatan Mitra Husada Medan
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Asahan
STIKES As Syifa
STIKES Namira Madina
STKIP Nias Selatan
STIE Nias Selatan
STKIP Budidaya
Sekolah Tinggi Ilmu Ekonomi Pelita Bangsa
STKIP Pelita Bangsa
STIE Mikroskill
STMIK Mikroskil
STIKES Senior Medan
STMIK Logika
Sekolah Tinggi Ilmu Ekonomi Surya Nusantara
Sekolah Tinggi Akuntansi dan Manajemen Indonesia
STIKES Nauli Husada
Sekolah Tinggi Hukum YNI
Sekolah Tinggi Ilmu Ekonomi Al-Washliyah
Sekolah Tinggi Ilmu Ekonomi Tricom
STIKES Sakinah Husada Tanjung Balai
STIE Informasi Teknologi Dan Bisnis
Sekolah Tinggi Kesehatan Imelda 
STIKES Putra Abadi Langkat
Sekolah Tinggi Ilmu Ekonomi Riama
Sekolah Tinggi Ilmu Ekonomi Y P Kampus
Sekolah Tinggi Ilmu Hukum Muhammadiyah Kisaran
Sekolah Tinggi Ilmu Hukum Graha Kirana
Sekolah Tinggi Ilmu Kesehatan Sumatera Utara
Sekolah Tinggi Ilmu Ekonomi Graha Kirana
Sekolah Tinggi Ilmu Komunikasi Pembangunan
STIKOM Tunas Bangsa 
Sekolah Tinggi Filsafat Theologi S Nusantara
Sekolah Tinggi Perikanan Sibolga
Sekolah Tinggi Ilmu Ekonomi Sultan Agung
STIKES Syuhada di Padangsidimpuan
STIKES Aufa Royhan
STMIK Citra Mandiri Padangsidimpuan
Sekolah Tinggi Ilmu Ekonomi LMII
Sekolah Tinggi Ilmu Kesehatan RS Haji Medan
Sekolah Tinggi Teknologi Immanuel
Sekolah Tinggi Olahraga Dan Kesehatan Bina Guna
Sekolah Tinggi Ilmu Ekonomi Profesional Indonesia
STIE IBMI Medan
Sekolah Tinggi Ilmu Ekonomi IBBI
Sekolah Tinggi Ilmu Kesehatan Flora
STMIK Sisingamangaraja XII
STIKES Santa Elisabeth Medan
Sekolah Tinggi Ilmu Ekonomi Indonesia Medan
STKIP Riama
Sekolah Tinggi Ilmu Kesehatan Indah Medan
STMIK Triguna Dharma
S.T. Manajemen Bisnis Multi Sarana Manajemen Administrasi dan Rekayasa Teknologi
Sekolah Tinggi Ilmu Ekonomi Eka Prasetya
STMIK Pelita Nusantara Medan
STIE Akuntansi Dan Bisnis Internasional
Sekolah Tinggi Ilmu Bahasa Asing ITMI Medan
STMIK Budi Darma
STMIK ITMI Medan
Sekolah Tinggi Ilmu Kesehatan Helvetia
Sekolah Tinggi Ilmu Ekonomi Nusa Bangsa
STIKES Nurliana Medan
STMIK Time
STKIP Pangeran Antasari
Sekolah Tinggi Ilmu Ekonomi ITMI Medan
Sekolah Tinggi Ilmu Komputer Medan
STMIK Methodist Binjai
STMIK Kaputama
Sekolah Tinggi Ilmu Ekonomi Bina Karya
STMIK Kristen Neumann Indonesia
STMIK IBBI
Sekolah Tinggi Perikanan dan Kelautan Matauli
STKIP Barus Tapanuli Tengah
STIPER Agrobisnis Perkebunan
Sekolah Tinggi Ilmu Hukum Nias Selatan
Stba Persahabatan Internasional Asia
STIKES Widya Husada Medan 
STIKES Murni Teguh
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Padang Lawas
Sekolah Tinggi Ilmu Kesehatan Binalita Sudama
STIE Professional Manajemen College Indonesia
Sekolah Tinggi Teknik Poliprofesi
Sekolah Tinggi Ilmu Kesehatan Audi Husada Medan
Sekolah Tinggi Ilmu Hukum Labuhan Batu
STKIP Labuhan Batu
Sekolah Tinggi Ilmu Ekonomi Labuhan Batu
Sekolah Tinggi Ilmu Pertanian Labuhan Batu
Sekolah Tinggi Teknologi Sinar Husni
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Al Maksum
Sekolah Tinggi Manajemen Informatika dan Komputer Royal
Sekolah Tinggi Kelautan Dan Perikanan Indonesia
Universitas Pelita Harapan Medan
Universitas Nahdlatul Ulama Sumatera Utara
Universitas Asahan
Universitas Efarina
Universitas Muhammadiyah Sumatera Utara
Universitas Dharmawangsa
Universitas Prima Indonesia
Universitas Darma Agung
Universitas Potensi Utama
Universitas Sisingamangaraja XII Tapanuli Utara
Universitas Methodist Indonesia
Universitas Pembinaan Masyarakat Indonesia
Universitas Muslim Nusantara Al-Washliyah
Universitas Islam Sumatera Utara
Universitas Quality
Universitas Katolik Santo Thomas
Universitas Sari Mutiara Indonesia Medan
Universitas Pembangunan Panca Budi
Universitas Tjut Nyak Dhien
Universitas Muhammadiyah Tapanuli Selatan
Universitas Graha Nusantara
Universitas Al Washliyah
Universitas Dian Nusantara
Universitas Harapan Medan
Universitas Simalungun
Universitas Medan Area
Universitas Amir Hamzah
Universitas Quality Berastagi
Universitas Islam Labuhan Batu
Universitas Sutomo
Universitas Al-azhar
Universitas Sisingamangaraja XII
Universitas Alwashliyah
Universitas HKBP Nommensen
Universitas HKBP Nommensen Pematangsiantar
Akademi Kebidanan Sungailiat Bangka
Akademi Kebidanan Bunga Bangsaku Bangka
Akademi Kebidanan Bangka Belitung
Akademi Keperawatan Pangkalpinang
Akademi Manajemen Belitung
Akademi Analis Kesehatan Harapan Bangsa
Akademi Kesehatan Yayasan Sapta Bakti Bengkulu
Akademi Kebidanan Manna
Akademi Farmasi Yayasan Al-Fatah
Akademi Akuntansi Al Fatah
Akademi Kebidanan Patriot Bangsa Husada
Akademi Kebidanan Wahana Husada Bandar Jaya
Akademi Bahasa Asing Dian Cipta Cendikia Kotabumi
Akademi Keperawatan Dharma Wacana
Akademi Keperawatan Panca Bhakti
Akademi Keperawatan Malahayati Bandar Lampung
Akademi Kebidanan Panca Bhakti
Akademi Perpajakan Tridarma
Akademi Kebidanan Wira Buana
Akademi Kebidanan Adila
Akademi Perikanan Bhima Sakti
Akademi Keperawatan Baitul Hikmah
Akademi Kebidanan Nadira
AKTEK Radiodiagnostik & Radioterapi Patriot Bangsa
AKAFARMA Putra Indonesia Lampung
Akademi Keperawatan Bunda Delima
AMIK Mitra Lampung
AMIK Master Lampung
AMIK Dian Cipta Cendikia
Akademi Bahasa Asing Dian Cipta Cendikia 
Akademi Akuntansi Dan Manajemen Mitra Lampung
Akademi Kebidanan Alifa Pringsewu Lampung
Akademi Kebidanan Medica Bakti Nusantara
Akademi Teknologi Pringsewu
Akbid Gemilang Husada Kotabumi
Akademi Kebidanan An-Nur Husada Walisongo
Akademi Pariwisata Satu Nusa
Akademi Kebidanan Hampar Baiduri
Akademi Akuntansi Lampung
Akademi Manajemen Informatika Dan Komputer Lampung
Apikes Widya Dharma
AMIK Lembah Dempo
Akademi Kebidanan Nusantara Indonesia Lubuklinggau
Akademi Kebidanan Nusantara Palembang
Akademi Sekretari Dan Manajemen Sriwijaya
Akademi Manajemen Informatika Dan Komputer Mdp
Akademi Kebidanan Persada Palembang
Akademi Kebidanan Rizki Patya
Akademi Kebidanan Abdurahman
AMIK AKMI
Akademi Keperawatan Al Ma Arif
Akademi Kebidanan Pondok Pesantren Assanadiyah
Akademi Kebidanan Tunas Harapan Bangsa
Akademi Kebidanan Al-Sua Ibah Palembang
Akademi Keperawatan Pembina
Akademi Maritim Bina Bahari
Akademi Keuangan Dan Bank Mulia Darma Pratama
Akademi Analis Kesehatan Widya Dharma
Akademi Pariwisata Widya Dharma
Akademi Kebidanan Budi Mulia Palembang
AMIK Bina Sriwijaya
Akademi Kebidanan Heppy Zal
Akd Teknik Radiodiag. Dan Radioterapi Widya Dharma
Akademi Kebidanan Agung Husada
Akademi Kebidanan Budi Mulia Prabumulih
Akademi Bahasa Asing Bina Insan Indonesia
Akademi Keperawatan Kesdam II Sriwijaya
AMIK Sigma
Akademi Kebidanan Rangga Husada Prabumulih
Akademi Komunitas Dharma Bhakti Bangka
Institut Informatika Dan Bisnis Darmajaya
Politeknik Darma Ganesha
Politeknik Raflesia
Politeknik Gajah Sakti
Politeknik YPPB Belitang
Politeknik Muara Dua
Politeknik Anika Palembang
Politeknik Palcomtech
Politeknik Darusalam 
Politeknik Akamigas Palembang
Politeknik Sekayu
STISIPOL Pahlawan 12
Sekolah Tinggi Ilmu Kesehatan Abdi Nusa
Sekolah Tinggi Ilmu Hukum Pertiba Pangkalpinang
Sekolah Tinggi Ilmu Ekonomi Pertiba
STMIK Atma Luhur
STIKES Citra Delima Bangka Belitung
Sekolah Tinggi Ilmu Kesehatan Permata Nusantara
STIE IBEK Pangkalpinang Bangka
STKIP Muhammadiyah Bangka Belitung
Sekolah Tinggi Teknologi Bengkulu
STIKES Bhakti Husada Bengkulu
Sekolah Tinggi Ilmu Pertanian Rejang Lebong
Sekolah Tinggi Ilmu Administrasi Bengkulu
STIKES Tri Mandiri Sakti Bengkulu
Sekolah Tinggi Ilmu Teknik Trisula
STKIP Dharma Wacana
Sekolah Tinggi Manajemen Informatika dan Komputer Kalirejo Lampung 
STIKES Adila
Sekolah Tinggi Teknologi Nusantara Lampung
Sekolah Tinggi Perkebunan Lampung
Sekolah Tinggi Ilmu Hukum Muhammadiyah Kalianda
Sekolah Tinggi Bahasa Asing Yunisla Bandar Lampung
Sekolah Tinggi Ilmu Maritim Mutiara Jaya
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kumala Lampung
Sekolah Tinggi Ilmu Pertanian Dharma Wacana
STISIPOL Dharma Wacana
Sekolah Tinggi Ilmu Ekonomi Gentiaras
STMIK Mitra Lampung
sekolah Tinggi Keguruan dan Ilmu Pendidikan Rosalia Lampung
STMIK Dharma Wacana
STMIK Tunas Bangsa
Sekolah Tinggi Ilmu Ekonomi Mitra Lampung
Sekolah Tinggi Ilmu Ekonomi Prasetiya Mandiri Lampung
Sekolah Tinggi Ilmu Ekonomi Satu Nusa
Sekolah Tinggi Ilmu Ekonomi Al-Madani 
STKIP Tunas Palapa
Sekolah Tinggi Ilmu Hukum Muhammadiyah Kotabumi
STKIP Muhammadiyah Kotabumi
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kalianda
STKIP PGRI Metro
STMIK Surya Intan
STMIK Dian Cipta Cendikia Kotabumi
Sekolah Tinggi Ilmu Ekonomi Ragam Tunas
Sekolah Tinggi Ilmu Ekonomi Lantim Way Jepara
STKIP Muhammadiyah Pringsewu
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Pringsewu
STIKES Muhammadiyah Pringsewu
STMIK Pringsewu
Sekolah Tinggi Ilmu Pertanian Surya Dharma
Sekolah Tinggi Ilmu Ekonomi Krakatau
STIKES Aisyah Pringsewu
Sekolah Tinggi Ilmu Kesehatan Mitra Lampung
STKIP Al Islam Tunas Bangsa
STKIP PGRI Bandar Lampung
STIKES Pembina Palembang
STMIK Palcomtech
Sekolah Tinggi Ilmu Kesehatan Abdurahman Palembang
Sekolah Tinggi Ilmu Administrasi Satya Negara
STKIP PGRI Lubuk Linggau
STIKES Muhammadiyah Palembang
Sekolah Tinggi Ilmu Kesehatan Fitrah Aldar
Sekolah Tinggi Ilmu Ekonomi Lembah Dempo
Sekolah Tinggi Ilmu Kesehatan Mitra Adiguna
STMIK Musi Rawas
Sekolah Tinggi Ilmu Kesehatan Bina Husada
Sekolah Tinggi Ilmu Ekonomi Serasan Muara Enim
Sekolah Tinggi Ilmu Ekonomi Prabumulih
Sekolah Tinggi Ilmu Manajemen Amkop
Sekolah Tinggi Ilmu Ekonomi Aprin
Sekolah Tinggi Ilmu Hukum Serasan Muara Enim
STMIK MBC Palembang
Sekolah Tinggi Ilmu Ekonomi Mulia Darma Pratama
STIE Multi Data Palembang
STIA & Pemerintahan Annisa Dwi Salfarizi
Sekolah Tinggi Ilmu Hukum Sumpah Pemuda
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah
STMIK Muara Dua
Sekolah Tinggi Ilmu Kesehatan Al Ma arif
Sekolah Tinggi Ilmu Ekonomi Serelo Lahat
Sekolah Tinggi Bahasa Asing Methodist
Sekolah Tinggi Ilmu Teknik Serasan
Sekolah Tinggi Ilmu Ekonomi Rahmaniyah
Sekolah Tinggi Ilmu Hukum Rahmaniyah
STKIP Nurul Huda di Sukaraja
Sekolah Tinggi Ilmu Ekonomi Dwi Sakti Baturaja
Sekolah Tinggi Ilmu Ekonomi Trisna Negara
Sekolah Tinggi Ilmu Pertanian Belitang
Sekolah Tinggi Ilmu Ekonomi Musi Rawas
STMIK Prabumulih
Sekolah Tinggi Teknologi Pagaralam
STKIP Muhammadiyah Pagaralam
STISIP Bina Marta
Sekolah Tinggi Manajemen Informatika dan Komputer Lembah Dempo
Sekolah Tinggi Ilmu Teknik Prabumulih
STIPSI Widya Dharma
STIPSI Abdi Nusa
STIKESMAS Nusantara
STIKESMAS Abdi Nusa
STISIPOL Candradimuka
Sekolah Tinggi Bahasa Asing Widya Dharma Palembang
STIKESMAS Widya Dharma Palembang
Sekolah Tinggi Ilmu Ekonomi Abdi Nusa
Sekolah Tinggi Ilmu Pertanian Sriwigama
STIKES Aisyiyah Palembang
STMIK Bina Nusantara Jaya Lubuk Linggau
STMIK Global Informatika Mdp
Sekolah Tinggi Ilmu Farmasi Bhakti Pertiwi
STIA Bala Putra Dewa
Universitas Prof Dr Hazairin SH
Universitas Ratu Samban
Universitas Muhammadiyah Bengkulu
Universitas Dehasen Bengkulu
Universitas Malahayati
Universitas Mitra Indonesia
Universitas Teknokrat Indonesia
Universitas Muhammadiyah Lampung
Universitas Nahdlatul Ulama Lampung
Universitas Muhammadiyah Metro
Universitas Tulang Bawang
Universitas Bandar Lampung
Universitas Sang Bumi Ruwa Jurai
Universitas Megou Pak Tulang Bawang
Universitas Bina Darma
Universitas Musi Rawas
Universitas Muhammadiyah Palembang
Universitas Tridinanti
Universitas Katolik Musi Charitas
Universitas PGRI Palembang
Universitas Baturaja
Universitas Tamansiswa
Universitas IBA
Universitas Sjakhyakirti
Universitas Kader Bangsa
Universitas Indo Global Mandiri
Universitas Palembang
Universitas Islam Ogan Komering Ilir Kayuagung
Akademi Refraksi Optisi Leprindo Jakarta
AMIK BSI Jakarta
Akademi Manajemen Keuangan BSI Jakarta
